FIPS,Year,State,County,has_incentive,Program,Category,Benefit Type,Funding Level / Amount (Approx.),Incentive_CAT,COVID_program
13089,2022,Georgia,Dekalb,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13091,2016,Georgia,Dodge,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13091,2017,Georgia,Dodge,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13091,2018,Georgia,Dodge,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13091,2019,Georgia,Dodge,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13091,2020,Georgia,Dodge,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13091,2021,Georgia,Dodge,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13091,2022,Georgia,Dodge,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13093,2016,Georgia,Dooly,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13093,2017,Georgia,Dooly,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13093,2018,Georgia,Dooly,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13093,2019,Georgia,Dooly,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13093,2020,Georgia,Dooly,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13093,2021,Georgia,Dooly,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13093,2022,Georgia,Dooly,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13095,2016,Georgia,Dougherty,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13095,2017,Georgia,Dougherty,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13095,2018,Georgia,Dougherty,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13095,2019,Georgia,Dougherty,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13095,2020,Georgia,Dougherty,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13095,2021,Georgia,Dougherty,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13095,2022,Georgia,Dougherty,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13097,2016,Georgia,Douglas,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13097,2017,Georgia,Douglas,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13097,2018,Georgia,Douglas,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13097,2019,Georgia,Douglas,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13097,2020,Georgia,Douglas,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13097,2021,Georgia,Douglas,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13097,2022,Georgia,Douglas,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13099,2016,Georgia,Early,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13099,2017,Georgia,Early,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13099,2018,Georgia,Early,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13099,2019,Georgia,Early,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13099,2020,Georgia,Early,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13099,2021,Georgia,Early,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13099,2022,Georgia,Early,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13101,2016,Georgia,Echols,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13101,2017,Georgia,Echols,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13101,2018,Georgia,Echols,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13101,2019,Georgia,Echols,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13101,2020,Georgia,Echols,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13101,2021,Georgia,Echols,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13101,2022,Georgia,Echols,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13103,2016,Georgia,Effingham,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13103,2017,Georgia,Effingham,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13103,2018,Georgia,Effingham,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13103,2019,Georgia,Effingham,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13103,2020,Georgia,Effingham,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13103,2021,Georgia,Effingham,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13103,2022,Georgia,Effingham,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13105,2016,Georgia,Elbert,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13105,2017,Georgia,Elbert,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13105,2018,Georgia,Elbert,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13105,2019,Georgia,Elbert,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13105,2020,Georgia,Elbert,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13105,2021,Georgia,Elbert,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13105,2022,Georgia,Elbert,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13107,2016,Georgia,Emanuel,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13107,2017,Georgia,Emanuel,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13107,2018,Georgia,Emanuel,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13107,2019,Georgia,Emanuel,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13107,2020,Georgia,Emanuel,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13107,2021,Georgia,Emanuel,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13107,2022,Georgia,Emanuel,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13109,2016,Georgia,Evans,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13109,2017,Georgia,Evans,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13109,2018,Georgia,Evans,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13109,2019,Georgia,Evans,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13109,2020,Georgia,Evans,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13109,2021,Georgia,Evans,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13109,2022,Georgia,Evans,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13111,2016,Georgia,Fannin,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13111,2017,Georgia,Fannin,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13111,2018,Georgia,Fannin,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13111,2019,Georgia,Fannin,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13111,2020,Georgia,Fannin,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13111,2021,Georgia,Fannin,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13111,2022,Georgia,Fannin,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13113,2016,Georgia,Fayette,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13113,2017,Georgia,Fayette,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13113,2018,Georgia,Fayette,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13113,2019,Georgia,Fayette,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13113,2020,Georgia,Fayette,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13113,2021,Georgia,Fayette,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13113,2022,Georgia,Fayette,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13115,2016,Georgia,Floyd,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13115,2017,Georgia,Floyd,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13115,2018,Georgia,Floyd,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13115,2019,Georgia,Floyd,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13115,2020,Georgia,Floyd,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13115,2021,Georgia,Floyd,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13115,2022,Georgia,Floyd,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13117,2016,Georgia,Forsyth,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13117,2017,Georgia,Forsyth,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13117,2018,Georgia,Forsyth,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13117,2019,Georgia,Forsyth,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13117,2020,Georgia,Forsyth,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13117,2021,Georgia,Forsyth,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13117,2022,Georgia,Forsyth,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13119,2016,Georgia,Franklin,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13119,2017,Georgia,Franklin,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13119,2018,Georgia,Franklin,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13119,2019,Georgia,Franklin,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13119,2020,Georgia,Franklin,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13119,2021,Georgia,Franklin,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13119,2022,Georgia,Franklin,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13121,2016,Georgia,Fulton,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13121,2017,Georgia,Fulton,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13121,2018,Georgia,Fulton,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13121,2019,Georgia,Fulton,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13121,2020,Georgia,Fulton,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13121,2021,Georgia,Fulton,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13121,2022,Georgia,Fulton,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13123,2016,Georgia,Gilmer,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13123,2017,Georgia,Gilmer,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13123,2018,Georgia,Gilmer,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13123,2019,Georgia,Gilmer,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13123,2020,Georgia,Gilmer,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13123,2021,Georgia,Gilmer,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13123,2022,Georgia,Gilmer,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13125,2016,Georgia,Glascock,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13125,2017,Georgia,Glascock,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13125,2018,Georgia,Glascock,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13125,2019,Georgia,Glascock,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13125,2020,Georgia,Glascock,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13125,2021,Georgia,Glascock,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13125,2022,Georgia,Glascock,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13127,2016,Georgia,Glynn,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13127,2017,Georgia,Glynn,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13127,2018,Georgia,Glynn,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13127,2019,Georgia,Glynn,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13127,2020,Georgia,Glynn,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13127,2021,Georgia,Glynn,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13127,2022,Georgia,Glynn,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,
13129,2016,Georgia,Gordon,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13129,2017,Georgia,Gordon,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13129,2018,Georgia,Gordon,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
13129,2019,Georgia,Gordon,1,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3,0
